Region,Region2,Country,Policy Level,Province,Policy Type,Key policy measures and targets,Category,Year
Europe,Europe,Sweden,National,,Legislation,"Subsidy scheme for electric light commercial vehicles (SEK 50 000 gradually declining until phase-
out at the end of 2025), as well as support for small- and medium-sized companies to invest in emission-free heavy trucks (covering up to 25% of the cost).",LDV,2024
Europe,Europe,Sweden,National,,Legislation,"Grants of up to 50% of the cost of the charging station. This grant does not apply to private citizens, public charging infrastructure or charging stations required to be installed by law, other constitution of conditions in permits. The grant applies to charging stations for BEV for residents
or employees.",EVSE,2020
Europe,Europe,Sweden,Multi-national,,Ambition,"Work towards all sales of new cars and vans being zero emission globally by 2040, or by no later
than 2035 in leading markets.",LDV,2022
Europe,Europe,Switzerland,Multi-national,,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",M/HDV,2021
Europe,Europe,Switzerland,National,,Target,"4% of new vehicles to be BEV and PHEV by 2030, 28% BEV by 2050. FCEVs to make up 8% of sales
by 2025, 19% by 2050.",M/HDV,2020
Europe,Europe,Switzerland,National,,Ambition,"Sales shares of 28% in 2025, 60% in 2030, and 100% from 2040 for BEV, PHEV, and FCEV. BEV and FCEV only from 2050.",LDV,2020
Europe,Europe,Switzerland,National,,Proposal,"Legislative revision including support for recharging stations, an extension of tax exemptions for electric and hydrogen trucks until 2030, vehicle-to-grid incentives, and the possible adoption of the EU LDV CO2 emission standards, expected to come into force in 2025.",Multiple,2023
Europe,Europe,Switzerland,National,,Ambition,"50% of new registrations to be BEV/PHEV, and 20 000 charging stations by 2025.",LDV,2022
Eurasia,Rest of the World,Tajikistan,National,,Legislation,"Electric transport development programme aims to create charging and maintenance points for
EVs, facilitate battery disposal, and establish production for EVs and spare parts.",Multiple,2022
Eurasia,Rest of the World,Tajikistan,National,,Legislation,10 year exemption from taxes and custom fees for EV imports.,Taxation,2023
Southeast Asia,Rest of the World,Thailand,National,,Legislation,"EV3.5 subsidy scheme providing incentives for EVs, with lower rates than previous schemes and a greater focus on local production.",Multiple,2023
Southeast Asia,Rest of the World,Thailand,National,,Ambition,"30% of total vehicle production (two/three-wheelers, LDVs and urban buses) to be EVs by 2030.",Manufacturing,2020
Southeast Asia,Rest of the World,Thailand,National,,Ambition,"30% share of ZEVs in domestic LDV production by 2030, 50% by 2035. 35% share of ZEVs in domestic bus production by 2025, 50% by 2030 and 85% by 2035.",Manufacturing,2021
Southeast Asia,Rest of the World,Thailand,National,,Ambition,"622 000 EV two/three-wheelers by 2025, and 8.75 million by 2035.",2/3W,2021
Southeast Asia,Rest of the World,Thailand,National,,Ambition,12 000 public fast charging stations by 2030 and 1 450 battery swapping stations.,EVSE,2021
Southeast Asia,Rest of the World,Thailand,National,,Ambition,"31 000 EV buses/trucks by 2025, and 430 000 buses/trucks by 2035.",M/HDV,2021
Southeast Asia,Rest of the World,Thailand,National,,Ambition,"402 000 EV LDVs by 2025, 6.4 million by 2035.",LDV,2021
Southeast Asia,Rest of the World,Thailand,National,,Legislation,Tax reductions and exemptions for EVs to promote their deployment.,Taxation,2022
Asia Pacific,Rest of the World,Tonga,National,,Target,10% of new LDVs to be electric by 2030.,LDV,2020
Central and South America,Rest of the World,"Trinidad and
Tobago",National,,Legislation,"Removal of all taxes and duties on the importation of EVs, with an age limit of two years on used
imports.",Taxation,2021
Africa,Rest of the World,Tunisia,National,,Legislation,"Customs duties rates are reduced to 10% and value-added tax rate to 7% levied on electric car
chargers.",EVSE,2022
Europe,Europe,Türkiye,Multi-national,,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",M/HDV,2021
Europe,Europe,Türkiye,Multi-national,,Ambition,"Work towards all sales of new cars and vans being zero emission globally by 2040, or by no later
than 2035 in leading markets.",LDV,2022
Central and South America,Rest of the World,Turks and Caicos Islands,National,,Legislation,Ban on the import of vehicles more than 10 years old.,Multiple,2021
Europe,Europe,Ukraine,Multi-national,,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",M/HDV,2022
Europe,Europe,Ukraine,National,,Proposal,"Requires the exclusive use of electric buses from 2030 onwards, with tenderers for the provision of such services required to have 20% electric buses in their fleets by 2025, 40% by 2027, and 80% by 2029.",Bus,2021
Europe,Europe,Ukraine,National,,Proposal,"Ban on the import of used diesel buses and cars from 2027, and the ban on new and used petrol and diesel vehicles from 2030.",Multiple,2021
Middle East,Rest of the World,"United Arab
Emirates",Subnational,Dubai,Ambition,"EV Green Charger Initiative: Installing charging infrastructure across Dubai (no known specific
targets).",EVSE,2020
Middle East,Rest of the World,United Arab Emirates,National,,Target,Increase the share of EVs to 50% of the total fleet by 2050.,Multiple,2023
Middle East,Rest of the World,"United Arab
Emirates",Subnational,Abu Dhabi,Legislation,"Regulatory policy that sets out the fundamental principles for ownership, installation and
management of EVSE, the electricity supply to EVSE, and pricing mechanisms.",EVSE,2022
Middle East,Rest of the World,"United Arab
Emirates",Subnational,Dubai,Proposal,"Increased procurement targets of EVs and HEVs at government organisations to 20% in 2025 and
30% in 2030.",Multiple,2020
Europe,Europe,"United
Kingdom",Multi-national,,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",M/HDV,2021
Europe,Europe,"United
Kingdom",National,,Proposal,"Up to USD 1.2 billion Automotive Transformation Fund (ATF) commitment to support the
electrification of UK vehicles and their supply chains as part of the Net Zero Strategy.",Manufacturing,2021
Europe,Europe,"United
Kingdom",National,,Proposal,"Regulations to improve the customer experience, in particular with regards to payments and
reliability.",EVSE,2023
Europe,Europe,"United
Kingdom",National,,Ambition,"Electric vehicle infrastructure strategy: Around 300 000 public chargers expected as a minimum by
2030, and 6 000 fast chargers by 2035.",EVSE,2022
Europe,Europe,United Kingdom,National,,Proposal,"End the sale of all non-ZEV HGVs under 26 t gross vehicle weight from 2035, and of all new non- ZEV HGVs from 2040.",M/HDV,2021
Europe,Europe,"United
Kingdom",National,,Legislation,"From April 2025, EVs will begin to pay excise duty, initially at the lowest rates; exemption from the
""Expensive Car Supplement"" will also end in April 2025.",Taxation,2022
Europe,Europe,United Kingdom,National,,Legislation,"Grant schemes for EV charging infrastructure include the EV chargepoint grant, Workplace Charging Scheme, and EV Homecharge Scheme, among others.",EVSE,2016
Europe,Europe,"United
Kingdom",National,,Legislation,"A grant of 20% available for vehicles with at least 50% fewer emissions than a conventional Euro
VI vehicle and 96 km zero emission range.",M/HDV,2021
Europe,Europe,United Kingdom,National,,Legislation,Grants towards the purchase of LCVs and taxis.,LDV,2021
Europe,Europe,"United
Kingdom",National,,Legislation,"ZEV mandate: 80% of new cars and 70% of new vans sold in Great Britain will be zero emission by
2030, increasing to 100% by 2035.",LDV,2024
Europe,Europe,United Kingdom,National,,Legislation,"As part of the Advanced Manufacturing Plan, the Government announced USD 2.4 billion of new capital and R&D funding to 2030, boosting the United Kingdom's competitiveness and unlocking
strategic investments in the UK automotive industry.",Manufacturing,2023
Europe,Europe,United Kingdom,National,,Ambition,Purchase of 4 000 ZEV buses as part of the Bus Back Better strategy.,Bus,2021
Europe,Europe,"United
Kingdom",National,,Ambition,Regulations in 2021 to mandate EV charge point provision in new homes.,EVSE,2021
Europe,Europe,United Kingdom,National,,Target,"Electrifying 100% of the central government fleet by 2027, ahead of the original 2030 target.",Multiple,2021
Europe,Europe,"United
Kingdom",Multi-national,,Ambition,"Work towards all sales of new cars and vans being zero emission globally by 2040, or by no later
than 2035 in leading markets.",LDV,2022
North America,USA,United States,Multi-national,,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",M/HDV,2022
North America,USA,United States,Multi-national,,Ambition,"The pledge goal is 100% zero-emission LDV acquisitions of civil government owned and operated fleet, with aspirations for 100% zero-emission M/HDV acquisitions, by no later than 2035. The United States also specifically aims for 100% of all federal government acquisitions to be ZEV by
2035, for LDVs the target date is 2027.",LDV,2022
North America,USA,United States,Subnational,Washington,Legislation,100% ZEV share of LDV sales by 2030.,LDV,2022
North America,USA,United States,Subnational,Oregon,Legislation,Grants and incentives towards the purchase or lease of new BEVs and PHEVs.,LDV,2023
North America,USA,United States,Subnational,Vermont,Legislation,Grants and incentives towards the purchase of new and used EVs and EVSE.,LDV,2022
North America,USA,United States,Subnational,New York,Legislation,100% of in-state sales of M/HDV will be zero-emissions by 2045.,M/HDV,2021
North America,USA,United States,Subnational,New York,Legislation,100% of in-state sales of passenger cars or light duty trucks will be zero-emissions by 2035.,LDV,2021
North America,USA,United States,Subnational,New York,Legislation,"Subsidy in the form of a voucher towards the cost of a zero emission truck, or port cargo handling
equipment.",M/HDV,2020
North America,USA,United States,Subnational,New York,Legislation,"Subsidy in the form of a voucher towards the cost of a zero emission bus, depending on vehicle
class and location.",Bus,2020
North America,USA,United States,Subnational,New York,Legislation,100% of in-state sales of off-road vehicles and equipment will be zero-emissions by 2035.,Multiple,2021
North America,USA,United States,Subnational,New Jersey,Legislation,85% EV share of LDV sales by 2040.,LDV,2020
North America,USA,United States,Subnational,Multiple,Ambition,"30% of all sales of M/HDVs be zero emission by 2030, 100% by 2050 (California, Colorado, Connecticut, Washington D.C, Hawaii, Maine, Maryland, Massachusetts, New Jersey, New York, Carolina, Oregon, Pennsylvania, Rhode Island, Vermont, Washington, Virginia, Nevada).",M/HDV,2020
North America,USA,United States,Subnational,Multiple,Legislation,"52 states and districts have submitted their plans and funding estimates for the National Electric Vehicle Infrastructure (NEVI) Program with budgets changing annually (totalling an estimated USD
855 million for 2024).",EVSE,2022
North America,USA,United States,Subnational,Massachusetts,Legislation,100% share of ZEVs in passenger LDV sales by 2035.,LDV,2020
North America,USA,United States,Subnational,California,Legislation,250 000 electric vehicle charging stations by 2025 (as indicated in the Executive Order B-48-18).,EVSE,2018
North America,USA,United States,Subnational,California,Legislation,"Advanced Clean Cars Rule II (ACC-II) has set a target for 100% ZEVs in LDVs by 2035, starting with 36% sales requirement in 2026.",LDV,2022
North America,USA,United States,Subnational,California,Proposal,"Advanced Clean Fleets (ACF) proposes to reach 100% zero-emission drayage trucks, last mile delivery, and government fleets by 2035; 100% zero-emission refuse trucks and local buses by
2040; 100% zero-emission capable utility fleets by 2040.",M/HDV,2021
North America,USA,United States,Subnational,California,Legislation,"Advanced Clean Trucks Rules require 40 - 75% of sales by manufacturers (varied by vehicle class
and weight) to be ZEV by 2035 (increasing targets from 2024).",M/HDV,2020
North America,USA,United States,Subnational,California,Legislation,"From 2029, 100% of new purchases by transit agencies must be zero emission buses, with a goal of full transition by 2040.",Bus,2019
North America,USA,United States,Subnational,California,Legislation,"Incentives for ZEV infrastructure equipment for HDV battery electric and hydrogen fuel cell
vehicles in California.",EVSE,2021
North America,USA,United States,Subnational,California,Legislation,Grant towards the purchase of a new electric truck.,M/HDV,2009
North America,USA,United States,Subnational,California,Legislation,Grants towards the purchase of a new electric bus.,Bus,2009
North America,USA,United States,Subnational,California,Legislation,USD 1 billion funding for transportation electrification programme with 70% for M/HDV charging infrastructure and 30% for LDV charging in Municipal Utility Districts.,EVSE,2022
North America,USA,United States,Subnational,California,Legislation,100% of off-road vehicles and equipment will be zero-emission by 2035.,Multiple,2020
North America,USA,United States,Subnational,California,Legislation,Low Carbon Fuel Standard sets annual carbon intensity (CI) targets. Transport fuel suppliers generate credits for fuels below the CI target (including electricity and hydrogen).The aim is to reduce the CI of the transportation fuel pool by at least 20% by 2030 compared to 2010.,Multiple,2009
North America,USA,United States,National,,Legislation,Fuel economy standards that will require a fleet-wide industry average of roughly 49 mpg (Corporate Average Fuel Economy for model years 2024-26).,LDV,2023
North America,USA,United States,National,,Legislation,"National Zero-Emission Freight Corridor Strategy is a phased approach starting with establishing hubs at rail, freight, and airports, expanding the network, and aiming for complete coverage
between 2035 and 2040.",EVSE,2024
North America,USA,United States,National,,Legislation,"Standards that would require an industry-wide fleet average of approximately 49 mpg for passenger cars and light trucks in model year 2026, by increasing fuel efficiency by 8% annually for
model years 2024 and 2025, and 10% annually for model year 2026.",LDV,2022
North America,USA,United States,National,,Legislation,"Revised fuel economy standards for model years 2027 onwards, with projected reductions in CO2
emissions of 50% for LDVs and 40% for MDVs in 2032 compared to 2027.",LDV,2024
North America,USA,United States,National,,Legislation,"To qualify for federal tax credits, a certain share of the critical minerals used to produce the battery must be extracted, processed or recycled in the United States, or come from countries with which the United States has free trade agreements, and certain shares of the value of the battery must have been manufactured or assembled in North America (Clean Vehicle Credit of the
Inflation Reduction Act).",Manufacturing,2022
North America,USA,United States,National,,Legislation,"To qualify for federal tax credits, the vehicles must have undergone final assembly in North America, be made by a qualified manufacturer, and have a battery capacity of at least 7 kWh, and a gross vehicle weight of less than 6.5 t  (Clean Vehicle Credit of the Inflation Reduction Act).",Manufacturing,2022
North America,USA,United States,National,,Legislation,"USD 6 billion grant programme, including USD 3 billion to fund the domestic production of materials needed for the EV supply chain, including the refining of nickel, lithium and cobalt, as
well as rare earth metals (Infrastructure Investment and Jobs Act).",Manufacturing,2022
North America,USA,United States,National,,Ambition,50% of all new vehicles sold to be zero-emissions in 2030.,LDV,2021
North America,USA,United States,National,,Legislation,"Funding towards purchasing or leasing of low or no emissions buses (up to 85% of vehicle costs,
up to 90% of infrastructure costs).",Bus,2016
North America,USA,United States,National,,Legislation,"Revision of existing standards to reduce GHG emissions from HDVs from model year 2027 through
2032, reductions of 25% (sleeper cab) to 60% (light-heavy vocational vehicles) across segments (Phase 3 CO2 emission standard).",M/HDV,2024
North America,USA,United States,National,,Legislation,"Eligible commercial projects can receive 30% of the project cost, with fixed grants available for residential projects, both in the form of tax credits (Alternative Fuel Infrastructure Tax Credit).",EVSE,2023
North America,USA,United States,National,,Legislation,"Grants and/or rebates available for the deployment of clean HDVs, including vehicles, infrastructure, and training (Clean Heavy-Duty Vehicle Program).",M/HDV,2023
North America,USA,United States,National,,Legislation,Subsidies in the form of tax credits for commercial EVs (Commercial Clean Vehicle Credit).,M/HDV,2023
North America,USA,United States,National,,Legislation,"Support to reach goal of 500 000 chargers by 2030 through USD 5 billion in formula funding for states, as well as USD 2.5 billion for a competitive grant programme (Infrastructure Investment and Jobs Act).",EVSE,2021
North America,USA,United States,National,,Legislation,USD 46 million of funding for EV charging network enhancement.,EVSE,2024
North America,USA,United States,National,,Legislation,USD 131 million of funding to enhance battery supply chain and EV innovation.,Manufacturing,2024
North America,USA,United States,Subnational,,Ambition,"Multistate MoU with a target of 30% ZEV sales for all new commercial M/HDV by 2030 and 100% by 2050 in 15 states (California, Colorado, Connecticut, Hawaii, Maine, Maryland, Massachusetts, New Jersey, New York, North Carolina, Oregon, Pennsylvania, Rhode Island, Vermont and Washington) and the District of Columbia.",M/HDV,2020
Central and South America,Rest of the World,Uruguay,Multi-national,,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",M/HDV,2021
Eurasia,Rest of the World,Uzbekistan,National,,Ambition,2 500 charging stations by 2025.,EVSE,2023
Eurasia,Rest of the World,Uzbekistan,National,,Legislation,Exemptions and/or reductions of various taxes and duties for EVs.,Taxation,2021
Southeast Asia,Rest of the World,Viet Nam,National,,Proposal,"Decree No. 57/2020/ND-CP: Encourage the production of environmentally friendly vehicles (fuel- saving cars, HEVs, vehicles using biofuels, EVs), meeting the requirements of emission standards according to the approved roadmap.  In addition, to support the development of the country’s automobile industry, 0% preferential import tax rates will be levied on raw materials and components used for automobile manufacturing and assembly that has not yet been domestically
made, from 2020 to 2024.",Manufacturing,2016
Southeast Asia,Rest of the World,Viet Nam,National,,Target,"Net zero greenhouse gas emissions in the transport sector by 2050, with a goal of 100% of road transport using electricity and green energy.",Multiple,2022
Southeast Asia,Rest of the World,Viet Nam,National,,Legislation,"Reduced excise tax for BEV cars and buses up to 24 passengers and LCVs (from 15% current tax
rate), rates reduced to 2-3% (depending on model), to increase to 11% after 2027.",Taxation,2022
